ORGID,Region,Wing,Unit,NextLevel,Name,Type,DateChartered,Status,Scope,UsrID,DateMod,FirstUsr,DateCreated,DateReceived,OrgNotes
1240,"SWR","TX","371",2098,"APOLLO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","greenjl5","06/02/2011","converted","10/29/1998","02/23/2004",""
1241,"RMR","UT","067",451,"THUNDERBIRD CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","becka2","04/16/2014","converted","10/29/1998","02/23/2004","This is a Cadet unit - and the focus of our meetings is to support the development of the individual cadet, both as a follower and a leader."
1243,"SWR","OK","103",2694,"STILLWATER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","rossdm","06/05/2015","converted","10/29/1998","02/23/2004","Hanger 1 has the CAP sign on it."
1245,"GLR","IL","284",2727,"ILLINOIS VALLEY CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","millerrg3","04/09/2016","converted","10/29/1998","02/23/2004",""
1247,"SWR","AR","102",1042,"102ND COMPOSITE SQUADRON (LAKE DARDANELLE)","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","12/18/2001","converted","10/29/1998","02/23/2004","CAP Building phone 479-968-5588"
1249,"NCR","NE","062",83,"NE NEBRASKA COMPOSITE SQUDRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","04/20/2015","converted","10/29/1998","02/23/2004",""
1250,"RMR","WY","066",929,"CHEYENNE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","04/26/2013","converted","10/29/1998","02/23/2004",""
1252,"MER","VA","081",229,"GROUP 2, VIRGINIA WING","GROUP","01/01/1900","ACTIVE","GROUP","jgriggs","01/03/2005","converted","10/29/1998","02/23/2004","Group 2 provides direction and support for 6 squadrons, from the Eastern Shore of VA and around the greater Hampton Roads area."
1253,"RMR","CO","136",1292,"JEFFERSON COUNTY SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
1254,"GLR","MI","271",1986,"MUSTANG CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004",""
1256,"GLR","IL","286",49,"286TH COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","galerj","09/21/2013","converted","10/29/1998","02/23/2004","Meeting every Monday at 1830(6:30pm) except Holidays."
1257,"SER","GA","118",39,"GROUP 1","GROUP","01/01/1900","ACTIVE","GROUP","joneskc5","12/07/2010","converted","10/29/1998","02/23/2004","GA003 Atlanta 1 Senior SquadronGA043 Rome Composite SquadronGA045 Sandy Springs Cadet SquadronGA090 Cobb Composite SquadronGA109 Fulton Composite SquadronGA129 Bartow-Etowah Composite SquadronGA134 Calhoun Composite SquadronGA152 North Georgia Composite SquadronGA154 Sweetwater Composite SquadronGA454 Smyrna Cadet SquadronGA507 Ellijay Composite Squadron"
1258,"SER","GA","119",39,"GROUP 2","GROUP","01/01/1900","ACTIVE","GROUP","joneskc5","12/07/2010","converted","10/29/1998","02/23/2004","Group II is a Headquarters Unit for experienced CAP members.  "
1259,"NER","NH","054",652,"MANCHESTER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","12/30/2013","converted","10/29/1998","02/23/2004",""
1260,"SWR","NM","077",579,"RIO RANCHO FALCON COMP SQ","COMPOSITE","01/01/1900","ACTIVE","UNIT","converted","06/30/1998","converted","10/29/1998","02/23/2004","6:30 for Staff"
1263,"RMR","WY","072",929,"LARAMIE VALLEY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","04/26/2013","converted","10/29/1998","02/23/2004","Please park on the east side of the building, and enter through the east door."
1265,"MER","MD","041",66,"GROUP 1 MARYLAND WING","GROUP","01/01/1900","ACTIVE","GROUP","RSKONEKI","08/26/1999","converted","10/29/1998","02/23/2004","THIS IS A HEADQUARTERS UNIT. FOR CADET MEMBERSHIP OR NEW SENIOR MEMBERSHIP, PLEASE CONTACT THE NEAREST SQUADRON."
1267,"GLR","WI","057",2221,"COL R. C. JAYE MEMORIAL COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","delaneyjf","10/25/2005","converted","10/29/1998","02/23/2004","Specialized training will be conducted on the third Saturday of a month as necessary."
1268,"NHQ","NHQ","113",2553,"113TH CADET SQDN, MISAWA","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","02/06/2004","converted","10/29/1998","02/23/2004",""
1269,"RMR","CO","157",2654,"DOUGLAS CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","gregorichka","08/22/2014","converted","10/29/1998","02/23/2004",""
1270,"SWR","LA","086",194,"ALVIN CALLENDAR COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","11/08/2011","converted","10/29/1998","02/23/2004","Meetings are held every Tuesday Night at USNASJRB Belle Chasse, LA, Building 414, Office 202.  "
1271,"PCR","CA","428",541,"LOS ALAMITOS GLIDER TRAINING  SQDN 41","SENIOR","01/01/1900","ACTIVE","UNIT","crumjl","03/07/2008","converted","10/29/1998","02/23/2004","Cadet Training in Gliders 2nd  4th Tusdays 1500Cadet Training in Gliders Every Sunday at 1000"
1273,"PCR","CA","434",541,"FALCON SENIOR SQDN 40","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
1274,"SWR","AZ","102",597,"PAYSON COMPOSITE SQDN 209","COMPOSITE","01/01/1900","ACTIVE","UNIT","readybn","02/01/2011","converted","10/29/1998","02/23/2004","Cadets meet at the Payson High School every Thursday at 1730 hrs. Contact 1Lt Dave Barry, CC, at dbbarry@aol.com"
1275,"PCR","CA","448",1304,"SIMI VALLEY CHALLENGER COMPOSITE SQUADRON 1986","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","06/10/2010","converted","10/29/1998","02/23/2004",""
1278,"RMR","CO","031",1292,"FOOTHILLS CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","schneidergn","05/06/2014","converted","10/29/1998","02/23/2004",""
1279,"MER","MD","086",915,"WICOMICO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","readycj","10/13/2004","converted","10/29/1998","02/23/2004",""
1280,"NER","MA","013",1475,"FRANKLIN COUNTY CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","neesemk","04/23/2015","converted","10/29/1998","02/23/2004",""
1281,"GLR","IL","317",554,"THUNDER COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","05/31/2012","converted","10/29/1998","02/23/2004","Unit meets at Heritage Middle School 19250 Burnham Ave. Lansing, IL 60438   in the Library"
1287,"RMR","CO","159",2654,"AIR ACADEMY CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","gregorichka","08/22/2014","converted","10/29/1998","02/23/2004","For information on joining the squadron, please contact our Recruiting Team at recruiting@aacs.us"
1288,"RMR","CO","160",1667,"HEART OF THE ROCKIES COMPOSITE SQ","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","08/27/2004","converted","10/29/1998","02/23/2004","Contact Maj. Zorn at 719/836-7193 for Buena Vista Location and Times. "
1289,"RMR","CO","162",2654,"BLACK SHEEP SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","gregorichka","08/22/2014","converted","10/29/1998","02/23/2004","MEETS AT SOUTH METRO FIRE RESCUE AUTHORITY HQ - 9195 E Mineral Ave.,Centennial, CO 80112-3549. Meeting held in Lower Level, Classrooms 1  2."
1290,"GLR","IN","086",2316,"GRISSOM FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","becka2","05/04/2015","converted","10/29/1998","02/23/2004","Large Blue Building (Maintenance)"
1292,"RMR","CO","167",1056,"GROUP 1 HEADQUARTERS","GROUP","01/01/1900","ACTIVE","GROUP","wrightjm2","04/02/2013","converted","10/29/1998","02/23/2004","Not a Cadet or new Senior Member UnitCommanders Call 1st Wednesday of Odd Months, 1900"
1293,"GLR","IN","205",2316,"GRANT COUNTY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","bowmanh","06/12/2015","converted","10/29/1998","02/23/2004",""
1294,"GLR","IN","211",2267,"LAKE COUNTY CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","11/09/2009","converted","10/29/1998","02/23/2004","Website:  http://www.lakecountycap.org"
1296,"SWR","AR","107",1042,"107TH COMPOSITE SQUADRON (TWIN LAKES)","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","12/18/2001","converted","10/29/1998","02/23/2004",""
1297,"PCR","CA","000",188,"CALIF WING HQ SQ","SENIOR","01/01/1900","ACTIVE","UNIT","jacksonkc","03/19/2002","converted","10/29/1998","02/23/2004",""
1298,"SWR","LA","076",194,"BILLY MITCHELL SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","wolfjj","04/29/2008","converted","10/29/1998","02/23/2004",""
1299,"PCR","CA","110",1044,"SAN JOSE SENIOR SQDN 80","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
1302,"PCR","CA","204",1304,"CAMARILLO COMPOSITE SQDN 61","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","CADETS MEET EVERY TUES AT 1830-2100                   SENIORS MEET THE 2ND & 4TH TUES AT 1900-2100"
1303,"PCR","CA","205",188,"INLAND EMPIRE GROUP 3","GROUP","01/01/1900","ACTIVE","GROUP","sparker","05/26/1999","converted","10/29/1998","02/23/2004","For further information, please contact Major Chris Mattson at the numbers below."
1304,"PCR","CA","213",188,"CENTRAL COAST GROUP 4","GROUP","01/01/1900","ACTIVE","GROUP","bharrison","06/11/1999","converted","10/29/1998","02/23/2004",""
1305,"PCR","CA","256",2619,"SAN DIEGO SENIOR SQDN 57","SENIOR","01/01/1900","ACTIVE","UNIT","crumjl","08/10/2013","converted","10/29/1998","02/23/2004","We meet at the Gillespie Field (KSEE) administration and terminal building."
1306,"PCR","CA","324",2619,"SKYHAWK COMPOSITE SQDN 47","COMPOSITE","01/01/1900","ACTIVE","UNIT","crumjl","08/10/2013","converted","10/29/1998","02/23/2004",""
1307,"PCR","CA","334",1044,"JOHN J. MONTGOMERY CADET SQDN 36","CADET","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004",""
1308,"GLR","MI","096",1984,"BAY DE NOC FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","Meets first and third SaturdaySenior meeting start at 1100 hoursCadets meeting start at 1300 hours."
1309,"GLR","MI","192",1985,"BISHOP AIRPORT SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","schneidergn","10/19/2012","converted","10/29/1998","02/23/2004","Squadron meets 4th Thursday of each month.  Meeting at Bishop Airport unless otherwise noted.Bishop Airport Squadron is a Senior Member Squadron.  Our squadron is made up of pilots and members involved in the aviation community.  "
1310,"PCR","CA","379",642,"HAWKER SENIOR SQDN 128","SENIOR","04/05/1979","ACTIVE","UNIT","becka2","07/29/2014","converted","10/29/1998","02/23/2004",""
1311,"NCR","MO","111",460,"GATEWAY SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Meets on First and Third TUESDAY - contact Commander for access to meeting location"
1312,"SWR","NM","073",579,"ALAMOGORDO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/23/1998","converted","10/29/1998","02/23/2004","Cadets meet each Monday at the Alamogordo Airport Terminal at 1800-2030Hrs. Cadets and Seniors have a combined meeting on the first Monday of the month, with Cadets from 1800-2030 and Seniors from 1900-2030. Cadets hold physical fitness at Holloman AFB on the Third Monday of the month, so there will be no one on site that day."
1313,"NER","NH","053",652,"MONADNOCK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","converted","06/30/1998","converted","10/29/1998","02/23/2004",""
1314,"NER","NY","117",1530,"COL FRANCIS S. GABRESKI CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","neesemk","04/23/2015","converted","10/29/1998","02/23/2004",""
1315,"NER","NJ","065",986,"OCEAN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","yullem","11/22/2011","converted","10/29/1998","02/23/2004","Our meetings are in the new airport terminal building. Turn onto Mule Road from Route 530 then make the first left turn. Follow the road around to the right. You will see the two story building on your left. We meet in the first floor conference room."
1316,"NER","NJ","103",1119,"GENERAL JIMMY STEWART COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/08/2001","converted","10/29/1998","02/23/2004",""
1318,"MER","DC","060",555,"CHALLENGER I CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","converted","06/30/1998","converted","10/29/1998","02/23/2004",""
1321,"SER","PR","138",1632,"HUMACAO CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","fernandezc","12/07/2015","converted","10/29/1998","02/23/2004",""
1323,"MER","VA","083",229,"GROUP 1, VIRGINIA WING","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004","Work night every Tuesday night at 1900 hrs at Group I HQ Office"
1325,"MER","WV","020",1173,"MARTINSBURG COMP. SQDN.","COMPOSITE","01/01/1900","ACTIVE","UNIT","gjones","03/12/2001","converted","10/29/1998","02/23/2004","Cadets and seniors meet weekly on Tuesdays. First meeting of the month is Leadership in BDUs. Second Tuesday is Character Development and DDR in Blues. Third Tuesday is Aerospace in BDUs. Fourth Tuesday is PT and ES in civilian PT gear."
1326,"GLR","WI","049",2220,"TRI-COUNTY COMPOSITE SQUADRON","COMPOSITE","06/29/2011","ACTIVE","UNIT","jgriggs","06/29/2011","converted","10/29/1998","06/29/2011","MEETS 1ST  4TH TUES AT 1800.  MEETS 2ND  3RD SAT AT 1000 ESPECIALLY FOR CADET PROGRAM"
1327,"GLR","WI","169",2220,"BROWN COUNTY SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","delaneyjf","10/25/2005","converted","10/29/1998","02/23/2004","GENERAL MEMBER MEETINGS ARE HELD ON THE 1ST  3RD THURSDAY OF THE MONTH IN CAP HANGAR (SOUTH Ts) HANGAR OFFICE AREA (APR-NOV). NOV-MAR, WE MOVE THE MEETINGS TO THE JET AIR GROUPS BUILDING, MAIN CONFERENCE ROOM, 1921 AIRPORT DRIVE, AUSTIN-STRAUBEL AIRPORT, GREEN BAY, WI."
1330,"GLR","WI","183",2219,"STEVENS POINT COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","delaneyjf","10/25/2005","converted","10/29/1998","02/23/2004",""
1331,"GLR","WI","184",2242,"WALCO COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lauzerjm","01/09/2006","converted","10/29/1998","02/23/2004",""
1334,"RMR","WY","069",929,"POWDER RIVER COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","schneidergn","04/26/2013","converted","10/29/1998","02/23/2004","UNIT MEETINGS HELD ON 1ST MON OF MONTH AT 1900. "
1336,"PCR","AK","011",626,"KENAI COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004",""
1338,"PCR","AK","076",626,"BIRCHWOOD COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","06/19/2013","converted","10/29/1998","02/23/2004",""
1340,"PCR","HI","066",163,"66TH COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","03/28/2014","converted","10/29/1998","02/23/2004",""
1342,"NHQ","NHQ","001",1342,"NATIONAL COMMANDERS SQDN","WING","01/01/1900","ACTIVE","WING","fculberson","02/25/2002","converted","10/29/1998","02/23/2004",""
1343,"SWR","SWR","001",1343,"SOUTHWEST REGION HQ","REGION","01/01/1900","ACTIVE","REGION","converted","10/05/1998","converted","10/29/1998","02/23/2004","3rd floor building 1525 JRB, Ft Worth Texas south end of building"
1344,"RMR","RMR","000",226,"ROCKY MT REGION HQ SQ","SENIOR","01/01/1900","ACTIVE","UNIT","converted","06/30/1998","converted","10/29/1998","02/23/2004",""
1345,"PCR","PCR","000",434,"PACIFIC REGION HQ SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","converted","06/30/1998","converted","10/29/1998","02/23/2004",""
1346,"NHQ","NHQ","999",2554,"CONGRESSIONAL SQ, CAP","SENIOR","01/01/1900","ACTIVE","UNIT","parkersp","05/22/2013","converted","10/29/1998","02/23/2004",""
1347,"NER","RI","000",1154,"RHODE ISL WG HQ SQ","SENIOR","01/01/1900","ACTIVE","UNIT","schneidergn","01/14/2014","converted","10/29/1998","02/23/2004",""
1349,"GLR","OH","252",20,"FRANK H. KETTLEWOOD COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","09/16/2009","converted","10/29/1998","02/23/2004",""
1350,"GLR","OH","254",359,"Headquarters, Group III","GROUP","01/01/1900","ACTIVE","GROUP","jwright","10/05/2001","converted","10/29/1998","02/23/2004","GROUP 3 WILL MEET ON THE 2ND SUN EVENING OF EACH MONTH AT 1900."
1351,"MER","DE","004",27,"BRANDYWINE CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","egryel","06/16/2008","converted","10/29/1998","02/23/2004",""
1353,"GLR","OH","261",421,"DEFIANCE AREA FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","becka2","05/04/2015","converted","10/29/1998","02/23/2004",""
1357,"NER","PA","292",2132,"MT POCONO COMPOSITE SQDN 207","COMPOSITE","01/01/1900","ACTIVE","UNIT","meinertrl","09/28/2005","converted","10/29/1998","02/23/2004","Squadron Commander Captain Frank ShinnContact Info (570) 213-2376fshinn1@verizon.netFacebook Mount Pocono Composite Squadron 207"
1362,"NER","NY","388",495,"JAMES P. OCONNOR COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","granvilleaw","02/11/2002","converted","10/29/1998","02/23/2004",""
1363,"NCR","SD","001",244,"SOUTH DAKOTA WING HQ","WING","01/01/1900","ACTIVE","WING","gjones","04/30/2001","converted","10/29/1998","02/23/2004","Commander Cell Phone is 605-201-3580 Col John Seten"
1364,"NCR","SD","050",1363,"SIOUX FALLS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/22/1998","converted","10/29/1998","02/23/2004","Minnesota Ave to Hangar Drive, turn left to Hangar 2 (furthest south hangar before ATC tower) Second Floor"
1365,"NCR","SD","063",1363,"LOOKOUT MOUNTAIN COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jwright","08/17/2001","converted","10/29/1998","02/23/2004","Cadets meet every Thursday at 18:30"
1368,"SER","TN","160",1372,"SUMNER COUNTY CADET SQDN 16","CADET","01/01/1900","ACTIVE","UNIT","jgriggs","03/18/2008","converted","10/29/1998","02/23/2004",""
1370,"SER","TN","170",1203,"OAK RIDGE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","TN170 meets in the most eastern room in the Emory Valley Center on the north side of Emory Valley Road. We are across from the Oak Ridge Power Squadon building."
1371,"SWR","TX","214",2240,"BLACK SHEEP COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","thomasbr3","01/10/2006","converted","10/29/1998","02/23/2004",""
1372,"SER","TN","153",130,"HQ GROUP 3","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004","Headquarters, Group 3 is a command staff comprised of senior members. We meet periodically during the month to work on CAP projects, plans, and programs.  Cadets are not part of this unit. "
1373,"GLR","OH","219",1350,"MEDINA COUNTY SKYHAWKS COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","yanakkd","07/16/2002","converted","10/29/1998","02/23/2004","We meet in Community Room, downstairs.  Visitors welcome.  Dress Blues worn on 4th Sunday."
1374,"GLR","OH","231",421,"GRAND LAKE FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","jgriggs","04/29/2008","converted","10/29/1998","02/23/2004",""
1376,"MER","NC","003",208,"GROUP 3 HQ","GROUP","01/01/1900","ACTIVE","GROUP","hament","12/23/1998","converted","10/29/1998","02/23/2004",""
1379,"SER","FL","021",979,"LAKE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","ferrisdj","04/16/2012","converted","10/29/1998","02/23/2004",""
1382,"NCR","NE","002",83,"GEN CURTIS LEMAY OFFUTT COMP SQ","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","07/28/2003","converted","10/29/1998","02/23/2004","Please contact the unit if you need access to the base."
1384,"SER","AL","117",97,"CHILTON COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/22/1998","converted","10/29/1998","02/23/2004",""
1385,"NER","NY","116",667,"NIAGARA FALLS COMPOSITE SQDN 1","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","03/27/2001","converted","10/29/1998","02/23/2004",""
1386,"SER","FL","355",1743,"TAMIAMI COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","becka2","05/26/2015","converted","10/29/1998","02/23/2004",""
1387,"SER","FL","016",975,"CORAL SPRINGS CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","levitchja","04/29/2008","converted","10/29/1998","02/23/2004","To find meeting locations, drive around to the back of the school and enter through the rear cafeteria doors under a blue canopy."
1388,"SER","FL","370",503,"HEADQUARTERS GROUP 5","GROUP","01/01/1900","ACTIVE","GROUP","becka2","01/25/2016","converted","10/29/1998","02/23/2004","httpfl370.flwg.usfl370.aspx"
1389,"SER","FL","337",975,"FORT LAUDERDALE COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","levitchja","04/29/2008","converted","10/29/1998","02/23/2004","Cadets and officers both meet every week."
1390,"SER","FL","000",503,"FLORIDA WING SUPPORT SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","sparker","06/30/2000","converted","10/29/1998","02/23/2004",""
1394,"SER","PR","123",1632,"DR. CESAREO ROSA- NIEVES CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","fernandezc","05/04/2015","converted","10/29/1998","02/23/2004",""
1396,"SER","PR","129",790,"ANASCO CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","becka2","07/09/2013","converted","10/29/1998","02/23/2004",""
1397,"PCR","NV","027",617,"TRUCKEE-TAHOE COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","bowmanh","05/09/2014","converted","10/29/1998","02/23/2004","Cadets meet every Thursday at 1800, Seniors meet 2nd and 4th Thursdays at 1900."
1401,"SWR","AZ","056",597,"DAN KENNEY COMPOSITE SQDN 201","COMPOSITE","01/01/1900","ACTIVE","UNIT","readybn","02/01/2011","converted","10/29/1998","02/23/2004","SENIORS MEET 1ST  3RD WED AT NORTHLAND PREPARATORY ACADEMY.  CADETS MEET EVERY MON. AT NORTHLAND PREPARATORY ACADEMY."
1404,"SWR","AZ","221",597,"HEADQUARTERS GROUP IV","GROUP","01/01/1900","ACTIVE","GROUP","converted","06/30/1998","converted","10/29/1998","02/23/2004",""
1409,"PCR","WA","046",2665,"SKAGIT COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004","Civil Air Patrol Building is located at 15353 Flightline Road, Burlington WA 98233 which is across from the Port of Skagit Airport Terminal at Skagit Regional Airport just off of Higgins Airport Way, north of State Highway 20."
1412,"PCR","WA","069",2668,"RENTON COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
1413,"SWR","OK","125",2693,"COUNCIL OAK SENIOR SQDN","SENIOR","01/01/1900","ACTIVE","UNIT","rossdm","06/05/2015","converted","10/29/1998","02/23/2004","Unit meets 2ND  4TH TUES"
1414,"SER","GA","129",1257,"BARTOW-ETOWAH COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","12/07/2010","converted","10/29/1998","02/23/2004","CAP Compound at the South end of the airport"
1415,"SER","GA","142",1258,"WALTON COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","boylantr","12/29/2011","converted","10/29/1998","02/23/2004",""
1416,"GLR","KY","131",2724,"BARDSTOWN FLIGHT","FLIGHT","01/01/1900","ACTIVE","UNIT","kantorda","03/23/2016","converted","10/29/1998","02/23/2004",""
1420,"SER","MS","102",846,"G. V. MONTGOMERY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","hament","12/23/1998","converted","10/29/1998","02/23/2004",""
1424,"GLR","IL","332",1078,"CORNELIUS COFFEY CADET SQUADRON","CADET","01/01/1900","ACTIVE","UNIT","becka2","12/12/2014","converted","10/29/1998","02/23/2004",""
1427,"NER","NJ","107",1119,"DELAWARE VALLEY COMPOSITE SQUADRON","COMPOSITE","01/01/1900","ACTIVE","UNIT","neesemk","04/23/2015","converted","10/29/1998","02/23/2004",""
1430,"MER","NC","150",108,"ORANGE COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","12/05/2008","converted","10/29/1998","02/23/2004",""
1436,"SWR","TX","413",2536,"NIGHTHAWK COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","greenjl5","06/02/2011","converted","10/29/1998","02/23/2004","Squadron has 2 meeting places on Monday NightMonday at US Aviation at 7pm for senior members upstairs Monday at the hangar on Spartan Drive for Cadets at 630Note we do not meet on Holidays that fall on Monday"
1438,"PCR","OR","034",930,"WASHINGTON COUNTY COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","joneskc5","11/01/2010","converted","10/29/1998","02/23/2004",""
1440,"SWR","TX","428",2240,"REDBIRD COMPOSITE SQDN","COMPOSITE","01/01/1900","ACTIVE","UNIT","jgriggs","09/18/2009","converted","10/29/1998","09/18/2009",""
1441,"PCR","WA","092",2667,"INTER-STATE COMPOSITE","COMPOSITE","01/01/1900","ACTIVE","UNIT","lantzrn","09/19/2014","converted","10/29/1998","02/23/2004",""
1442,"SER","PR","131",1443,"BAYAMON CADET SQDN 6","CADET","01/01/1900","ACTIVE","UNIT","joneskc5","09/05/2012","converted","10/29/1998","02/23/2004",""
1443,"SER","PR","151",1186,"GROUP 7, PUERTO RICO WING","GROUP","01/01/1900","ACTIVE","GROUP","joneskc5","09/05/2012","converted","10/29/1998","02/23/2004",""
1445,"SER","PR","168",168,"CAPT LAWRENCE E. ERICKSON CADET SQDN","CADET","01/01/1900","ACTIVE","UNIT","neesemk","03/29/2016","converted","10/29/1998","11/17/2005",""
1448,"PCR","CA","410",642,"CLOVER FIELD COMPOSITE SQDN 51","COMPOSITE","01/01/1900","ACTIVE","UNIT","jonesgd","01/05/2001","converted","10/29/1998","02/23/2004","Additional Notes are Composite (Cadets and Officers) meetings are held 1st Thursday of each month at 1930 (730pm). Cadets meet Thursday of every week at 1830 (630pm) except for months with 5 Thursdays. Senior committeesadmin are scheduled for 1st and 4th Thursdays, trainingemergency services workshops, First Aid and CPR are all scheduled for the 3rd Thursdays of each month. For actual dates and times, please contact squadron. EXECUTIVE STAFF MEETS PER ORDER OF COMMANDER "
